DATE,自營商多,自營商空,自營商多空淨額,投信多,投信空,投信多空淨額,外資多,外資空,外資多空淨額
2023/12/19,,,423,,,"8,365",,,"-14,946"
2023/12/19," 9,989"," 8,030"," 1,959"," 17,658"," 9,822"," 7,836"," 46,099"," 63,322"," -17,223"
2023/12/20,,,523,,,"7,836",,,"-15,126"
2023/12/20," 3,478"," 4,964"," -1,486"," 18,005"," 10,011"," 7,994"," 43,429"," 54,894"," -11,465"
2023/12/21,,,-382,,,"7,994",,,"-18,982"
2023/12/21," 4,606"," 5,588", -982," 18,550"," 10,229"," 8,321"," 42,386"," 59,949"," -17,563"
2023/12/22,,,"-1,240",,,"8,321",,,"-16,714"
2023/12/22," 4,887"," 5,791", -904," 18,763"," 10,229"," 8,534"," 40,704"," 56,454"," -15,750"
2023/12/25,,,"-1,127",,,"8,534",,,"-13,625"
2023/12/25," 4,864"," 5,764", -900," 18,883"," 10,113"," 8,770"," 41,657"," 55,945"," -14,288"
2023/12/26,,,-900,,,"8,770",,,"-14,028"
2023/12/26," 4,135"," 6,330"," -2,195"," 18,853"," 10,012"," 8,841"," 44,855"," 56,750"," -11,895"
2023/12/27,,,"-1,379",,,"8,841",,,"-13,146"
2023/12/27," 4,833"," 5,799", -966," 20,133"," 10,196"," 9,937"," 49,284"," 61,519"," -12,235"
2023/12/28,,,-334,,,"9,937",,,"-13,471"
2023/12/28," 6,129"," 6,654", -525," 21,264"," 10,996"," 10,268"," 49,043"," 62,661"," -13,618"
2023/12/29,,,-145,,,"10,268",,,"-15,763"
2023/12/29," 7,628"," 6,642", 986," 21,445"," 11,255"," 10,190"," 48,247"," 64,959"," -16,712"
2024/01/02,,,"1,294",,,"10,190",,,"-17,015"
2024/01/02," 8,514"," 7,073"," 1,441"," 21,605"," 11,576"," 10,029"," 48,357"," 65,786"," -17,429"
2024/01/03,,,"1,537",,,"10,029",,,"-19,108"
2024/01/03," 8,386"," 7,791", 595," 20,764"," 11,953"," 8,811"," 45,453"," 69,488"," -24,035"
2024/01/04,,,31,,,"8,811",,,"-22,972"
2024/01/04," 6,904"," 7,863", -959," 20,484"," 11,721"," 8,763"," 44,327"," 64,797"," -20,470"
2024/01/05,,,-345,,,"8,763",,,"-21,010"
2024/01/05," 8,027"," 7,841", 186," 19,898"," 11,397"," 8,501"," 44,663"," 64,345"," -19,682"
2024/01/08,,,158,,,"8,501",,,"-18,358"
2024/01/08," 7,895"," 7,476", 419," 20,016"," 11,296"," 8,720"," 47,101"," 65,892"," -18,791"
2024/01/09,,,227,,,"8,720",,,"-17,576"
2024/01/09," 7,906"," 7,382", 524," 20,487"," 11,292"," 9,195"," 45,273"," 69,533"," -24,260"
2024/01/10,,,207,,,"9,195",,,"-24,591"
2024/01/10," 7,788"," 7,873", -85," 19,390"," 10,961"," 8,429"," 44,597"," 69,152"," -24,555"
2024/01/11,,,521,,,"8,429",,,"-25,921"
2024/01/11," 8,346"," 7,668", 678," 20,183"," 11,102"," 9,081"," 46,322"," 71,631"," -25,309"
2024/01/12,,,"1,323",,,"9,081",,,"-28,919"
2024/01/12," 8,726"," 7,441"," 1,285"," 19,763"," 11,259"," 8,504"," 45,689"," 72,093"," -26,404"
2024/01/15,,,"1,424",,,"8,377",,,"-25,251"
2024/01/15," 8,619"," 7,924", 695," 18,285"," 10,825"," 7,460"," 48,717"," 70,485"," -21,768"
2024/01/16,,,651,,,"7,587",,,"-23,198"
2024/01/16," 6,233"," 7,696"," -1,463"," 14,649"," 10,721"," 3,928"," 48,205"," 65,453"," -17,248"
2024/01/17,,,"-1,751",,,"3,928",,,"-16,883"
2024/01/17," 4,654"," 6,395"," -1,741"," 13,684"," 10,854"," 2,830"," 37,896"," 52,428"," -14,532"
2024/01/18,,,"-1,721",,,"2,830",,,"-13,574"
2024/01/18," 5,170"," 7,320"," -2,150"," 13,600"," 10,450"," 3,150"," 35,651"," 49,301"," -13,650"
2024/01/19,,,"-2,161",,,"3,150",,,"-6,769"
2024/01/19," 5,798"," 6,762", -964," 13,515"," 9,824"," 3,691"," 41,546"," 44,159"," -2,613"
2024/01/22,,,153,,,"3,691",,,"-6,142"
2024/01/22," 7,277"," 6,456", 821," 13,744"," 9,663"," 4,081"," 37,860"," 44,714"," -6,854"
2024/01/23,,,214,,,"4,081",,,"-5,721"
2024/01/23," 5,599"," 6,762"," -1,163"," 13,655"," 9,760"," 3,895"," 40,947"," 42,394"," -1,447"
2024/01/24,,,-990,,,"3,895",,,"-1,758"
2024/01/24," 4,760"," 6,775"," -2,015"," 12,987"," 9,760"," 3,227"," 39,877"," 40,360", -483
2024/01/25,,,"-1,707",,,"3,227",,,"3,498"
2024/01/25," 4,939"," 6,740"," -1,801"," 12,782"," 9,602"," 3,180"," 43,935"," 40,547"," 3,388"
2024/01/26,,,"-1,943",,,"3,180",,,"2,415"
2024/01/26," 4,702"," 7,445"," -2,743"," 12,703"," 9,602"," 3,101"," 44,162"," 39,731"," 4,431"
2024/01/29,,,"-2,329",,,"3,101",,,"3,510"
2024/01/29," 5,511"," 7,520"," -2,009"," 12,222"," 9,191"," 3,031"," 45,172"," 41,797"," 3,375"
2024/01/30,,,"-1,629",,,"3,031",,,-85
2024/01/30," 5,261"," 7,105"," -1,844"," 12,328"," 9,173"," 3,155"," 42,133"," 41,259", 874
2024/01/31,,,"-1,760",,,"3,155",,,-128
2024/01/31," 4,579"," 7,177"," -2,598"," 12,212"," 9,343"," 2,869"," 40,253"," 41,779"," -1,526"
2024/02/01,,,"-2,658",,,"2,869",,,203
2024/02/01," 4,801"," 7,298"," -2,497"," 12,331"," 9,339"," 2,992"," 40,052"," 43,573"," -3,521"
2024/02/02,,,"-2,467",,,"2,992",,,"-3,724"
2024/02/02," 5,098"," 7,114"," -2,016"," 12,233"," 9,176"," 3,057"," 38,991"," 45,127"," -6,136"
2024/02/05,,,"-1,355",,,"3,057",,,"-10,193"
2024/02/05," 5,569"," 7,144"," -1,575"," 12,462"," 9,169"," 3,293"," 38,219"," 43,713"," -5,494"
2024/02/15,,,"-1,336",,,"3,293",,,"-6,796"
2024/02/15," 6,509"," 9,293"," -2,784"," 12,656"," 9,110"," 3,546"," 44,064"," 46,717"," -2,653"
2024/02/16,,,"-2,101",,,"3,546",,,"-2,974"
2024/02/16," 6,155"," 8,341"," -2,186"," 12,500"," 8,510"," 3,990"," 42,342"," 49,045"," -6,703"
2024/02/19,,,"-2,598",,,"3,990",,,"-4,480"
2024/02/19," 6,292"," 9,389"," -3,097"," 12,652"," 8,510"," 4,142"," 47,254"," 50,725"," -3,471"
2024/02/20,,,"-3,159",,,"4,142",,,"-3,565"
2024/02/20," 4,995"," 9,205"," -4,210"," 12,616"," 8,403"," 4,213"," 51,463"," 48,721"," 2,742"
2024/02/21,,,"-3,011",,,"4,213",,,429
2024/02/21," 1,774"," 7,797"," -6,023"," 12,662"," 8,437"," 4,225"," 39,203"," 36,782"," 2,421"
2024/02/22,,,"-6,169",,,"4,081",,,"2,916"
2024/02/22," 2,756"," 9,102"," -6,346"," 12,712"," 8,432"," 4,280"," 38,764"," 35,679"," 3,085"
2024/02/23,,,"-5,950",,,"4,424",,,"2,180"
2024/02/23," 2,824"," 8,660"," -5,836"," 13,019"," 8,245"," 4,774"," 38,778"," 34,632"," 4,146"
2024/02/26,,,"-5,842",,,"4,774",,,"4,840"
2024/02/26," 2,820"," 9,166"," -6,346"," 12,462"," 8,187"," 4,275"," 41,051"," 34,900"," 6,151"
2024/02/27,,,"-6,035",,,"4,275",,,"5,595"
2024/02/27," 2,924"," 9,379"," -6,455"," 13,653"," 8,310"," 5,343"," 39,266"," 35,467"," 3,799"
2024/02/29,,,"-6,802",,,"5,343",,,"5,458"
2024/02/29," 3,159"," 9,528"," -6,369"," 13,936"," 8,204"," 5,732"," 38,077"," 34,455"," 3,622"
2024/03/01,,,"-6,253",,,"5,732",,,-228
2024/03/01," 2,870"," 9,312"," -6,442"," 15,550"," 8,219"," 7,331"," 34,097"," 35,590"," -1,493"
2024/03/04,,,"-6,092",,,"7,331",,,"2,325"
2024/03/04," 3,603"," 10,205"," -6,602"," 14,951"," 7,941"," 7,010"," 37,873"," 33,886"," 3,987"
2024/03/05,,,"-5,894",,,"7,010",,,928
2024/03/05," 4,044"," 10,093"," -6,049"," 14,518"," 7,832"," 6,686"," 36,859"," 33,528"," 3,331"
2024/03/06,,,"-6,238",,,"6,686",,,"1,743"
2024/03/06," 4,590"," 9,646"," -5,056"," 13,962"," 7,773"," 6,189"," 36,614"," 33,281"," 3,333"
2024/03/07,,,"-4,523",,,"6,189",,,"2,090"
2024/03/07," 5,406"," 10,763"," -5,357"," 13,647"," 7,723"," 5,924"," 35,643"," 32,588"," 3,055"
2024/03/08,,,"-5,471",,,"5,924",,,"2,617"
2024/03/08," 6,102"," 10,316"," -4,214"," 12,653"," 7,811"," 4,842"," 33,868"," 35,434"," -1,566"
2024/03/11,,,"-4,193",,,"4,842",,,-737
2024/03/11," 6,541"," 10,821"," -4,280"," 12,440"," 7,878"," 4,562"," 31,415"," 37,972"," -6,557"
2024/03/12,,,"-4,410",,,"4,562",,,"-8,168"
2024/03/12," 7,399"," 10,998"," -3,599"," 12,261"," 7,717"," 4,544"," 33,196"," 41,305"," -8,109"
2024/03/13,,,"-3,617",,,"4,544",,,"-9,440"
2024/03/13," 8,131"," 10,648"," -2,517"," 12,275"," 7,720"," 4,555"," 31,577"," 40,709"," -9,132"
2024/03/14,,,"-1,754",,,"4,555",,,"-9,939"
2024/03/14," 8,500"," 11,105"," -2,605"," 12,126"," 7,723"," 4,403"," 34,695"," 43,293"," -8,598"
2024/03/15,,,"-1,098",,,"4,403",,,"-11,274"
2024/03/15," 11,314"," 12,239", -925," 11,703"," 7,884"," 3,819"," 35,722"," 47,420"," -11,698"
2024/03/18,,,"-1,351",,,"3,675",,,"-10,162"
2024/03/18," 9,350"," 11,283"," -1,933"," 11,707"," 7,918"," 3,789"," 36,973"," 47,377"," -10,404"
2024/03/19,,,-710,,,"3,933",,,"-12,742"
2024/03/19," 8,946"," 11,019"," -2,073"," 12,573"," 7,774"," 4,799"," 36,846"," 47,822"," -10,976"
2024/03/20,,,"-1,458",,,"4,799",,,"-11,298"
2024/03/20, 975," 7,225"," -6,250"," 12,670"," 7,807"," 4,863"," 31,381"," 36,169"," -4,788"
2024/03/21,,,"-6,740",,,"4,719",,,-836
2024/03/21," 1,773"," 8,062"," -6,289"," 12,702"," 7,705"," 4,997"," 35,218"," 31,086"," 4,132"
2024/03/22,,,"-6,152",,,"5,141",,,661
2024/03/22," 2,358"," 7,891"," -5,533"," 12,852"," 7,611"," 5,241"," 27,557"," 32,999"," -5,442"
2024/03/25,,,"-6,155",,,"5,241",,,"-5,152"
2024/03/25," 1,979"," 8,257"," -6,278"," 12,784"," 7,608"," 5,176"," 27,927"," 33,113"," -5,186"
2024/03/26,,,"-5,989",,,"5,032",,,"-4,806"
2024/03/26," 1,977"," 8,278"," -6,301"," 12,406"," 7,814"," 4,592"," 28,565"," 35,041"," -6,476"
2024/03/27,,,"-5,904",,,"4,592",,,"-6,220"
2024/03/27," 2,082"," 9,530"," -7,448"," 12,550"," 7,708"," 4,842"," 30,377"," 33,717"," -3,340"
2024/03/28,,,"-6,327",,,"4,986",,,"-7,054"
2024/03/28," 2,494"," 8,421"," -5,927"," 12,578"," 7,580"," 4,998"," 31,614"," 37,343"," -5,729"
2024/03/29,,,"-5,926",,,"4,998",,,"-5,804"
2024/03/29," 2,574"," 9,791"," -7,217"," 13,882"," 7,563"," 6,319"," 33,086"," 33,840", -754
2024/04/01,,,"-6,978",,,"6,319",,,"-1,229"
2024/04/01," 2,613"," 8,543"," -5,930"," 14,499"," 7,589"," 6,910"," 31,147"," 35,470"," -4,323"
2024/04/02,,,"-6,671",,,"6,910",,,"-3,287"
2024/04/02," 3,236"," 11,858"," -8,622"," 15,403"," 7,449"," 7,954"," 36,527"," 33,215"," 3,312"
2024/04/03,,,"-7,792",,,"7,954",,,"-1,465"
2024/04/03," 2,283"," 9,055"," -6,772"," 15,474"," 7,744"," 7,730"," 29,520"," 36,986"," -7,466"
2024/04/08,,,"-7,328",,,"7,730",,,"-5,530"
2024/04/08," 2,613"," 10,089"," -7,476"," 15,555"," 7,553"," 8,002"," 30,242"," 36,096"," -5,854"
2024/04/09,,,"-8,733",,,"8,002",,,"-3,411"
2024/04/09," 3,013"," 12,271"," -9,258"," 15,608"," 7,247"," 8,361"," 37,704"," 32,540"," 5,164"
2024/04/10,,,"-8,946",,,"8,361",,,"1,431"
2024/04/10," 2,777"," 9,991"," -7,214"," 15,554"," 7,248"," 8,306"," 35,077"," 36,787"," -1,710"
2024/04/11,,,"-6,349",,,"8,306",,,"-7,599"
2024/04/11," 3,211"," 9,199"," -5,988"," 15,920"," 7,369"," 8,551"," 31,607"," 44,571"," -12,964"
2024/04/12,,,"-5,596",,,"8,551",,,"-15,055"
2024/04/12," 4,275"," 9,368"," -5,093"," 16,074"," 7,341"," 8,733"," 31,789"," 43,798"," -12,009"
2024/04/15,,,"-4,756",,,"8,733",,,"-15,682"
2024/04/15," 4,252"," 8,685"," -4,433"," 16,344"," 7,517"," 8,827"," 30,125"," 47,928"," -17,803"
2024/04/16,,,"-4,533",,,"8,693",,,"-16,634"
2024/04/16," 5,707"," 9,017"," -3,310"," 17,167"," 7,961"," 9,206"," 32,980"," 51,366"," -18,386"
2024/04/17,,,"-3,964",,,"9,206",,,"-17,768"
2024/04/17," 4,119"," 6,769"," -2,650"," 16,880"," 7,812"," 9,068"," 24,880"," 42,832"," -17,952"
2024/04/18,,,"-2,564",,,"9,068",,,"-18,075"
2024/04/18," 4,825"," 7,153"," -2,328"," 16,823"," 7,709"," 9,114"," 24,891"," 39,591"," -14,700"
2024/04/19,,,"-2,128",,,"9,114",,,"-19,221"
2024/04/19," 5,228"," 6,666"," -1,438"," 18,038"," 8,239"," 9,799"," 21,289"," 41,066"," -19,777"
2024/04/22,,,"-1,341",,,"9,799",,,"-17,458"
2024/04/22," 4,297"," 7,152"," -2,855"," 18,246"," 8,082"," 10,164"," 19,216"," 35,616"," -16,400"
2024/04/23,,,"-2,969",,,"10,164",,,"-15,343"
2024/04/23," 3,486"," 8,555"," -5,069"," 18,626"," 7,917"," 10,709"," 22,071"," 34,576"," -12,505"
2024/04/24,,,"-4,914",,,"10,709",,,"-12,773"
2024/04/24," 4,259"," 7,851"," -3,592"," 18,865"," 7,489"," 11,376"," 23,526"," 36,859"," -13,333"
2024/04/25,,,"-3,492",,,"11,510",,,"-14,516"
2024/04/25," 4,189"," 7,465"," -3,276"," 18,952"," 7,606"," 11,346"," 20,704"," 37,864"," -17,160"
2024/04/26,,,"-2,986",,,"11,212",,,"-16,694"
2024/04/26," 4,127"," 7,878"," -3,751"," 19,549"," 7,481"," 12,068"," 23,378"," 37,266"," -13,888"
2024/04/29,,,"-3,162",,,"12,202",,,"-15,592"
2024/04/29," 4,764"," 8,195"," -3,431"," 19,757"," 7,140"," 12,617"," 25,304"," 40,345"," -15,041"
2024/04/30,,,"-2,993",,,"12,617",,,"-15,662"
2024/04/30," 4,528"," 8,296"," -3,768"," 19,742"," 7,052"," 12,690"," 24,376"," 38,111"," -13,735"
2024/05/02,,,"-3,607",,,"12,690",,,"-14,771"
2024/05/02," 5,155"," 8,375"," -3,220"," 20,155"," 7,340"," 12,815"," 21,007"," 38,548"," -17,541"
2024/05/03,,,"-3,286",,,"12,671",,,"-17,531"
2024/05/03," 5,671"," 8,021"," -2,350"," 20,371"," 7,486"," 12,885"," 20,366"," 39,823"," -19,457"
2024/05/06,,,"-1,766",,,"12,885",,,"-16,726"
2024/05/06," 6,185"," 8,116"," -1,931"," 20,414"," 7,303"," 13,111"," 23,474"," 42,232"," -18,758"
2024/05/07,,,"-2,386",,,"13,255",,,"-17,856"
2024/05/07," 5,676"," 8,166"," -2,490"," 20,529"," 7,159"," 13,370"," 22,214"," 41,439"," -19,225"
2024/05/08,,,"-2,594",,,"13,370",,,"-18,704"
2024/05/08," 5,193"," 9,189"," -3,996"," 20,669"," 7,165"," 13,504"," 23,782"," 39,385"," -15,603"
2024/05/09,,,"-4,104",,,"13,504",,,"-15,870"
2024/05/09," 5,428"," 8,963"," -3,535"," 20,580"," 7,286"," 13,294"," 22,185"," 39,401"," -17,216"
2024/05/10,,,"-3,817",,,"13,145",,,"-17,053"
2024/05/10," 5,080"," 9,271"," -4,191"," 20,569"," 7,317"," 13,252"," 24,387"," 39,256"," -14,869"
2024/05/13,,,"-4,072",,,"13,401",,,"-15,513"
2024/05/13," 4,949"," 8,511"," -3,562"," 20,614"," 7,127"," 13,487"," 26,439"," 40,956"," -14,517"
2024/05/14,,,"-4,037",,,"13,487",,,"-13,573"
2024/05/14," 4,966"," 9,834"," -4,868"," 19,868"," 7,214"," 12,654"," 27,521"," 37,565"," -10,044"
2024/05/15,,,"-5,108",,,"12,657",,,"-10,862"
2024/05/15," 1,681"," 9,544"," -7,863"," 19,751"," 7,210"," 12,541"," 25,226"," 28,707"," -3,481"
2024/05/16,,,"-7,520",,,"12,541",,,"-5,369"
2024/05/16," 2,357"," 9,387"," -7,030"," 18,644"," 7,154"," 11,490"," 25,563"," 34,051"," -8,488"
2024/05/17,,,"-6,925",,,"11,342",,,"-8,867"
2024/05/17," 2,162"," 9,044"," -6,882"," 17,914"," 7,309"," 10,605"," 25,401"," 35,049"," -9,648"
2024/05/20,,,"-6,580",,,"10,605",,,"-9,492"
2024/05/20," 2,625"," 9,142"," -6,517"," 17,485"," 7,309"," 10,176"," 27,123"," 36,377"," -9,254"
2024/05/21,,,"-6,836",,,"10,176",,,"-9,971"
2024/05/21," 2,477"," 9,890"," -7,413"," 17,579"," 7,312"," 10,267"," 28,549"," 36,784"," -8,235"
2024/05/22,,,"-7,127",,,"10,267",,,"-9,976"
2024/05/22," 3,062"," 9,999"," -6,937"," 18,034"," 7,143"," 10,891"," 33,971"," 39,634"," -5,663"
2024/05/23,,,"-6,060",,,"11,040",,,"-10,477"
2024/05/23," 2,828"," 9,109"," -6,281"," 17,970"," 6,998"," 10,972"," 31,634"," 40,359"," -8,725"
2024/05/24,,,"-5,641",,,"10,972",,,"-10,742"
2024/05/24," 2,754"," 9,068"," -6,314"," 17,977"," 7,068"," 10,909"," 32,700"," 41,102"," -8,402"
2024/05/27,,,"-6,122",,,"10,765",,,"-7,361"
2024/05/27," 3,260"," 9,380"," -6,120"," 18,147"," 7,026"," 11,121"," 33,291"," 42,588"," -9,297"
2024/05/28,,,"-6,233",,,"11,265",,,"-9,583"
2024/05/28," 3,368"," 9,800"," -6,432"," 18,659"," 6,813"," 11,846"," 33,583"," 43,743"," -10,160"
2024/05/29,,,"-5,784",,,"11,846",,,"-11,917"
2024/05/29," 3,464"," 8,395"," -4,931"," 18,430"," 6,966"," 11,464"," 31,788"," 47,253"," -15,465"
2024/05/30,,,"-4,888",,,"11,321",,,"-15,335"
2024/05/30," 3,843"," 8,632"," -4,789"," 18,424"," 7,344"," 11,080"," 32,711"," 47,123"," -14,412"
2024/05/31,,,"-4,628",,,"11,081",,,"-14,231"
2024/05/31," 4,470"," 8,470"," -4,000"," 18,557"," 7,426"," 11,131"," 36,210"," 50,269"," -14,059"
2024/06/03,,,"-3,954",,,"11,131",,,"-13,831"
2024/06/03," 4,855"," 9,728"," -4,873"," 19,562"," 7,176"," 12,386"," 36,324"," 53,023"," -16,699"
2024/06/04,,,"-4,830",,,"12,386",,,"-18,399"
2024/06/04," 4,230"," 9,210"," -4,980"," 19,556"," 7,384"," 12,172"," 31,942"," 51,031"," -19,089"
2024/06/05,,,"-5,209",,,"12,172",,,"-19,755"
2024/06/05," 2,858"," 9,688"," -6,830"," 19,567"," 7,328"," 12,239"," 33,794"," 50,240"," -16,446"
2024/06/06,,,"-6,751",,,"12,239",,,"-15,605"
2024/06/06," 2,972"," 10,962"," -7,990"," 19,053"," 7,067"," 11,986"," 35,182"," 45,710"," -10,528"
2024/06/07,,,"-7,054",,,"11,986",,,"-10,861"
2024/06/07," 3,008"," 9,683"," -6,675"," 18,520"," 7,071"," 11,449"," 34,704"," 45,310"," -10,606"
2024/06/11,,,"-6,478",,,"11,592",,,"-12,433"
2024/06/11," 2,903"," 8,503"," -5,600"," 18,525"," 7,000"," 11,525"," 29,587"," 45,437"," -15,850"
2024/06/12,,,"-5,835",,,"11,379",,,"-14,994"
2024/06/12," 3,319"," 10,108"," -6,789"," 18,847"," 6,985"," 11,862"," 33,007"," 44,146"," -11,139"
2024/06/13,,,"-6,687",,,"12,008",,,"-11,399"
2024/06/13," 4,367"," 10,457"," -6,090"," 19,048"," 6,768"," 12,280"," 32,985"," 46,303"," -13,318"
2024/06/14,,,"-5,417",,,"12,280",,,"-14,418"
2024/06/14," 4,327"," 11,206"," -6,879"," 19,117"," 6,668"," 12,449"," 34,494"," 47,349"," -12,855"
2024/06/17,,,"-6,193",,,"12,449",,,"-14,577"
2024/06/17," 3,302"," 10,195"," -6,893"," 19,094"," 6,661"," 12,433"," 34,943"," 48,135"," -13,192"
2024/06/18,,,"-6,656",,,"12,292",,,"-14,480"
2024/06/18," 3,289"," 10,766"," -7,477"," 19,505"," 6,574"," 12,931"," 37,294"," 50,232"," -12,938"
2024/06/19,,,"-8,659",,,"13,072",,,"-11,258"
2024/06/19," 2,006"," 9,870"," -7,864"," 19,636"," 6,298"," 13,338"," 31,922"," 43,518"," -11,596"
2024/06/20,,,"-7,417",,,"13,338",,,"-13,019"
2024/06/20," 2,393"," 9,913"," -7,520"," 20,104"," 6,174"," 13,930"," 33,023"," 49,551"," -16,528"
2024/06/21,,,"-7,134",,,"13,930",,,"-18,131"
2024/06/21," 2,277"," 9,288"," -7,011"," 19,453"," 6,230"," 13,223"," 31,601"," 51,749"," -20,148"
2024/06/24,,,"-7,007",,,"13,223",,,"-18,727"
2024/06/24," 2,559"," 8,727"," -6,168"," 19,573"," 6,591"," 12,982"," 29,547"," 50,694"," -21,147"
2024/06/25,,,"-6,318",,,"12,982",,,"-18,586"
2024/06/25," 3,852"," 8,309"," -4,457"," 19,950"," 6,585"," 13,365"," 29,114"," 52,227"," -23,113"
2024/06/26,,,"-4,455",,,"13,365",,,"-23,267"
2024/06/26," 3,205"," 8,818"," -5,613"," 20,597"," 6,497"," 14,100"," 28,735"," 54,387"," -25,652"
2024/06/27,,,"-5,064",,,"14,100",,,"-24,292"
2024/06/27," 3,393"," 8,648"," -5,255"," 20,693"," 6,501"," 14,192"," 28,227"," 52,629"," -24,402"
2024/06/28,,,"-5,270",,,"14,192",,,"-24,904"
2024/06/28," 3,835"," 9,225"," -5,390"," 21,735"," 6,409"," 15,326"," 29,422"," 55,931"," -26,509"
2024/07/01,,,"-5,291",,,"15,326",,,"-25,744"
2024/07/01," 3,660"," 9,475"," -5,815"," 22,494"," 6,409"," 16,085"," 30,864"," 56,808"," -25,944"
2024/07/02,,,"-5,543",,,"16,085",,,"-25,886"
2024/07/02," 3,855"," 9,959"," -6,104"," 22,652"," 6,531"," 16,121"," 30,164"," 55,139"," -24,975"
2024/07/03,,,"-6,375",,,"16,121",,,"-25,547"
2024/07/03," 3,905"," 11,014"," -7,109"," 24,097"," 6,332"," 17,765"," 29,317"," 54,777"," -25,460"
2024/07/04,,,"-7,147",,,"17,899",,,"-24,912"
2024/07/04," 3,797"," 11,542"," -7,745"," 24,702"," 6,013"," 18,689"," 29,853"," 55,479"," -25,626"
2024/07/05,,,"-7,455",,,"18,689",,,"-26,335"
2024/07/05," 4,195"," 10,925"," -6,730"," 25,173"," 6,014"," 19,159"," 27,560"," 56,058"," -28,498"
2024/07/08,,,"-6,224",,,"19,159",,,"-30,255"
2024/07/08," 4,936"," 11,742"," -6,806"," 25,670"," 5,807"," 19,863"," 28,109"," 57,541"," -29,432"
2024/07/09,,,"-5,997",,,"19,863",,,"-31,439"
2024/07/09," 6,255"," 11,749"," -5,494"," 27,226"," 5,796"," 21,430"," 24,335"," 59,120"," -34,785"
2024/07/10,,,"-5,841",,,"21,430",,,"-33,763"
2024/07/10," 5,306"," 12,195"," -6,889"," 27,760"," 5,793"," 21,967"," 24,821"," 58,449"," -33,628"
2024/07/11,,,"-6,667",,,"21,967",,,"-34,609"
2024/07/11," 4,590"," 11,645"," -7,055"," 28,304"," 5,623"," 22,681"," 23,678"," 58,927"," -35,249"
2024/07/12,,,"-5,769",,,"22,681",,,"-37,029"
2024/07/12," 6,937"," 11,921"," -4,984"," 28,809"," 5,919"," 22,890"," 24,467"," 64,796"," -40,329"
2024/07/15,,,"-6,538",,,"22,890",,,"-36,683"
2024/07/15," 5,911"," 11,736"," -5,825"," 26,713"," 5,918"," 20,795"," 24,346"," 60,564"," -36,218"
2024/07/16,,,"-5,584",,,"20,873",,,"-35,794"
2024/07/16," 6,002"," 12,031"," -6,029"," 27,054"," 5,838"," 21,216"," 24,334"," 61,468"," -37,134"
2024/07/17,,,"-5,748",,,"21,216",,,"-38,054"
2024/07/17," 5,769"," 7,643"," -1,874"," 26,862"," 5,959"," 20,903"," 18,890"," 53,732"," -34,842"
2024/07/18,,,-782,,,"20,903",,,"-34,942"
2024/07/18," 7,618"," 9,045"," -1,427"," 27,606"," 6,088"," 21,518"," 18,237"," 61,270"," -43,033"
2024/07/19,,,-922,,,"21,518",,,"-38,620"
2024/07/19," 8,015"," 9,168"," -1,153"," 27,901"," 6,321"," 21,580"," 18,832"," 56,069"," -37,237"
2024/07/22,,,-975,,,"21,580",,,"-37,346"
2024/07/22," 10,425"," 11,175", -750," 28,235"," 6,538"," 21,697"," 17,956"," 58,195"," -40,239"
2024/07/23,,,"-1,629",,,"21,697",,,"-38,672"
2024/07/23," 8,027"," 10,369"," -2,342"," 28,590"," 6,120"," 22,470"," 20,659"," 53,484"," -32,825"
2024/07/26,,,"-2,013",,,"22,470",,,"-33,956"
2024/07/26," 8,964"," 10,405"," -1,441"," 29,366"," 6,514"," 22,852"," 18,517"," 55,928"," -37,411"
2024/07/29,,,"-1,605",,,"22,852",,,"-36,138"
2024/07/29," 8,386"," 10,433"," -2,047"," 29,165"," 6,371"," 22,794"," 18,143"," 54,440"," -36,297"
2024/07/30,,,"-1,373",,,"22,794",,,"-35,649"
2024/07/30," 8,737"," 10,788"," -2,051"," 29,249"," 6,313"," 22,936"," 18,307"," 57,340"," -39,033"
2024/07/31,,,"-1,853",,,"22,936",,,"-35,635"
2024/07/31," 7,614"," 10,313"," -2,699"," 29,258"," 6,309"," 22,949"," 19,315"," 56,444"," -37,129"
2024/08/01,,,"-2,503",,,"22,949",,,"-38,963"
2024/08/01," 7,351"," 9,859"," -2,508"," 30,787"," 6,051"," 24,736"," 19,247"," 60,589"," -41,342"
2024/08/02,,,"-1,799",,,"24,736",,,"-43,042"
2024/08/02," 9,234"," 9,362", -128," 30,550"," 6,634"," 23,916"," 18,688"," 63,788"," -45,100"
2024/08/05,,,-660,,,"23,916",,,"-41,771"
2024/08/05," 8,385"," 6,718"," 1,667"," 31,151"," 7,852"," 23,299"," 18,818"," 58,264"," -39,446"
2024/08/06,,,-140,,,"23,080",,,"-35,273"
2024/08/06," 7,438"," 8,576"," -1,138"," 33,294"," 8,054"," 25,240"," 21,454"," 56,979"," -35,525"
2024/08/07,,,"-1,031",,,"25,240",,,"-34,785"
2024/08/07," 5,879"," 8,210"," -2,331"," 34,251"," 7,412"," 26,839"," 24,475"," 56,407"," -31,932"
2024/08/08,,,"-2,403",,,"26,839",,,"-30,944"
2024/08/08," 6,174"," 7,518"," -1,344"," 34,459"," 7,751"," 26,708"," 24,700"," 56,509"," -31,809"
2024/08/09,,,"-2,135",,,"26,708",,,"-33,586"
2024/08/09," 6,125"," 8,264"," -2,139"," 35,696"," 7,722"," 27,974"," 25,921"," 57,927"," -32,006"
